Orthogroup	Sorghum	Rice
OG0009418	"Sobic.010G102300.1.p pacid=37908563 transcript=Sobic.010G102300.1 locus=Sobic.010G102300 ID=Sobic.010G102300.1.v3.2 annot-version=v3.1.1, Sobic.010G102200.1.p pacid=37910532 transcript=Sobic.010G102200.1 locus=Sobic.010G102200 ID=Sobic.010G102200.1.v3.2 annot-version=v3.1.1, Sobic.010G102100.1.p pacid=37912269 transcript=Sobic.010G102100.1 locus=Sobic.010G102100 ID=Sobic.010G102100.1.v3.2 annot-version=v3.1.1"	LOC_Os06g13910.1 pacid=33147783 transcript=LOC_Os06g13910.1 locus=LOC_Os06g13910 ID=LOC_Os06g13910.1.MSUv7.0 annot-version=v7.0
OG0007296	Sobic.010G045600.1.p pacid=37908565 transcript=Sobic.010G045600.1 locus=Sobic.010G045600 ID=Sobic.010G045600.1.v3.2 annot-version=v3.1.1	LOC_Os01g34190.1 pacid=33126247 transcript=LOC_Os01g34190.1 locus=LOC_Os01g34190 ID=LOC_Os01g34190.1.MSUv7.0 annot-version=v7.0
OG0002654	Sobic.010G046400.1.p pacid=37908566 transcript=Sobic.010G046400.1 locus=Sobic.010G046400 ID=Sobic.010G046400.1.v3.2 annot-version=v3.1.1	LOC_Os06g06420.1 pacid=33145710 transcript=LOC_Os06g06420.1 locus=LOC_Os06g06420 ID=LOC_Os06g06420.1.MSUv7.0 annot-version=v7.0
OG0013953	Sobic.010G013000.1.p pacid=37908567 transcript=Sobic.010G013000.1 locus=Sobic.010G013000 ID=Sobic.010G013000.1.v3.2 annot-version=v3.1.1	LOC_Os06g02520.1 pacid=33148570 transcript=LOC_Os06g02520.1 locus=LOC_Os06g02520 ID=LOC_Os06g02520.1.MSUv7.0 annot-version=v7.0
OG0015915	Sobic.010G070750.1.p pacid=37908569 transcript=Sobic.010G070750.1 locus=Sobic.010G070750 ID=Sobic.010G070750.1.v3.2 annot-version=v3.1.1	LOC_Os06g09270.1 pacid=33144616 transcript=LOC_Os06g09270.1 locus=LOC_Os06g09270 ID=LOC_Os06g09270.1.MSUv7.0 annot-version=v7.0
OG0000859	Sobic.010G168600.1.p pacid=37908570 transcript=Sobic.010G168600.1 locus=Sobic.010G168600 ID=Sobic.010G168600.1.v3.2 annot-version=v3.1.1	LOC_Os06g36490.1 pacid=33146737 transcript=LOC_Os06g36490.1 locus=LOC_Os06g36490 ID=LOC_Os06g36490.1.MSUv7.0 annot-version=v7.0
OG0002473	Sobic.010G253300.1.p pacid=37908578 transcript=Sobic.010G253300.1 locus=Sobic.010G253300 ID=Sobic.010G253300.1.v3.2 annot-version=v3.1.1	LOC_Os06g48950.1 pacid=33149545 transcript=LOC_Os06g48950.1 locus=LOC_Os06g48950 ID=LOC_Os06g48950.1.MSUv7.0 annot-version=v7.0
OG0000915	Sobic.010G103500.1.p pacid=37908580 transcript=Sobic.010G103500.1 locus=Sobic.010G103500 ID=Sobic.010G103500.1.v3.2 annot-version=v3.1.1	LOC_Os06g14080.1 pacid=33148487 transcript=LOC_Os06g14080.1 locus=LOC_Os06g14080 ID=LOC_Os06g14080.1.MSUv7.0 annot-version=v7.0
OG0002920	Sobic.010G099400.1.p pacid=37908581 transcript=Sobic.010G099400.1 locus=Sobic.010G099400 ID=Sobic.010G099400.1.v3.2 annot-version=v3.1.1	LOC_Os06g13180.1 pacid=33145184 transcript=LOC_Os06g13180.1 locus=LOC_Os06g13180 ID=LOC_Os06g13180.1.MSUv7.0 annot-version=v7.0
OG0003938	Sobic.010G185100.2.p pacid=37908582 transcript=Sobic.010G185100.2 locus=Sobic.010G185100 ID=Sobic.010G185100.2.v3.2 annot-version=v3.1.1	LOC_Os06g40110.1 pacid=33149234 transcript=LOC_Os06g40110.1 locus=LOC_Os06g40110 ID=LOC_Os06g40110.1.MSUv7.0 annot-version=v7.0
OG0001237	Sobic.010G252900.2.p pacid=37908584 transcript=Sobic.010G252900.2 locus=Sobic.010G252900 ID=Sobic.010G252900.2.v3.2 annot-version=v3.1.1	LOC_Os06g48870.1 pacid=33146046 transcript=LOC_Os06g48870.1 locus=LOC_Os06g48870 ID=LOC_Os06g48870.1.MSUv7.0 annot-version=v7.0
OG0000547	Sobic.010G111200.1.p pacid=37908586 transcript=Sobic.010G111200.1 locus=Sobic.010G111200 ID=Sobic.010G111200.1.v3.2 annot-version=v3.1.1	LOC_Os06g15620.1 pacid=33148673 transcript=LOC_Os06g15620.1 locus=LOC_Os06g15620 ID=LOC_Os06g15620.1.MSUv7.0 annot-version=v7.0
OG0006045	Sobic.010G028300.1.p pacid=37908587 transcript=Sobic.010G028300.1 locus=Sobic.010G028300 ID=Sobic.010G028300.1.v3.2 annot-version=v3.1.1	LOC_Os06g04640.1 pacid=33145393 transcript=LOC_Os06g04640.1 locus=LOC_Os06g04640 ID=LOC_Os06g04640.1.MSUv7.0 annot-version=v7.0
OG0007815	Sobic.010G240800.1.p pacid=37908589 transcript=Sobic.010G240800.1 locus=Sobic.010G240800 ID=Sobic.010G240800.1.v3.2 annot-version=v3.1.1	LOC_Os06g47580.2 pacid=33148066 transcript=LOC_Os06g47580.2 locus=LOC_Os06g47580 ID=LOC_Os06g47580.2.MSUv7.0 annot-version=v7.0
OG0000123	Sobic.010G152900.1.p pacid=37908591 transcript=Sobic.010G152900.1 locus=Sobic.010G152900 ID=Sobic.010G152900.1.v3.2 annot-version=v3.1.1	LOC_Os11g47350.1 pacid=33161279 transcript=LOC_Os11g47350.1 locus=LOC_Os11g47350 ID=LOC_Os11g47350.1.MSUv7.0 annot-version=v7.0
OG0000066	Sobic.010G207500.1.p pacid=37908592 transcript=Sobic.010G207500.1 locus=Sobic.010G207500 ID=Sobic.010G207500.1.v3.2 annot-version=v3.1.1	LOC_Os06g43860.1 pacid=33145131 transcript=LOC_Os06g43860.1 locus=LOC_Os06g43860 ID=LOC_Os06g43860.1.MSUv7.0 annot-version=v7.0
OG0003201	Sobic.010G024500.1.p pacid=37908594 transcript=Sobic.010G024500.1 locus=Sobic.010G024500 ID=Sobic.010G024500.1.v3.2 annot-version=v3.1.1	LOC_Os06g04370.1 pacid=33148512 transcript=LOC_Os06g04370.1 locus=LOC_Os06g04370 ID=LOC_Os06g04370.1.MSUv7.0 annot-version=v7.0
OG0000654	Sobic.010G216700.1.p pacid=37908595 transcript=Sobic.010G216700.1 locus=Sobic.010G216700 ID=Sobic.010G216700.1.v3.2 annot-version=v3.1.1	LOC_Os06g44970.1 pacid=33145658 transcript=LOC_Os06g44970.1 locus=LOC_Os06g44970 ID=LOC_Os06g44970.1.MSUv7.0 annot-version=v7.0
OG0001493	Sobic.010G182700.1.p pacid=37908601 transcript=Sobic.010G182700.1 locus=Sobic.010G182700 ID=Sobic.010G182700.1.v3.2 annot-version=v3.1.1	LOC_Os06g39875.1 pacid=33147247 transcript=LOC_Os06g39875.1 locus=LOC_Os06g39875 ID=LOC_Os06g39875.1.MSUv7.0 annot-version=v7.0
OG0006364	Sobic.010G100516.1.p pacid=37908602 transcript=Sobic.010G100516.1 locus=Sobic.010G100516 ID=Sobic.010G100516.1.v3.2 annot-version=v3.1.1	LOC_Os06g13570.1 pacid=33146409 transcript=LOC_Os06g13570.1 locus=LOC_Os06g13570 ID=LOC_Os06g13570.1.MSUv7.0 annot-version=v7.0
OG0016022	Sobic.010G113200.1.p pacid=37908605 transcript=Sobic.010G113200.1 locus=Sobic.010G113200 ID=Sobic.010G113200.1.v3.2 annot-version=v3.1.1	LOC_Os06g16000.1 pacid=33147852 transcript=LOC_Os06g16000.1 locus=LOC_Os06g16000 ID=LOC_Os06g16000.1.MSUv7.0 annot-version=v7.0
OG0001151	Sobic.010G063801.1.p pacid=37908606 transcript=Sobic.010G063801.1 locus=Sobic.010G063801 ID=Sobic.010G063801.1.v3.2 annot-version=v3.1.1	LOC_Os06g08320.1 pacid=33146473 transcript=LOC_Os06g08320.1 locus=LOC_Os06g08320 ID=LOC_Os06g08320.1.MSUv7.0 annot-version=v7.0
OG0007732	Sobic.010G183400.1.p pacid=37908608 transcript=Sobic.010G183400.1 locus=Sobic.010G183400 ID=Sobic.010G183400.1.v3.2 annot-version=v3.1.1	LOC_Os06g39906.1 pacid=33144472 transcript=LOC_Os06g39906.1 locus=LOC_Os06g39906 ID=LOC_Os06g39906.1.MSUv7.0 annot-version=v7.0
OG0006499	"Sobic.010G098400.1.p pacid=37908611 transcript=Sobic.010G098400.1 locus=Sobic.010G098400 ID=Sobic.010G098400.1.v3.2 annot-version=v3.1.1, Sobic.002G300300.2.p pacid=37952988 transcript=Sobic.002G300300.2 locus=Sobic.002G300300 ID=Sobic.002G300300.2.v3.2 annot-version=v3.1.1"	LOC_Os07g29320.1 pacid=33116699 transcript=LOC_Os07g29320.1 locus=LOC_Os07g29320 ID=LOC_Os07g29320.1.MSUv7.0 annot-version=v7.0
OG0010017	Sobic.010G008700.1.p pacid=37908612 transcript=Sobic.010G008700.1 locus=Sobic.010G008700 ID=Sobic.010G008700.1.v3.2 annot-version=v3.1.1	LOC_Os02g22060.1 pacid=33138486 transcript=LOC_Os02g22060.1 locus=LOC_Os02g22060 ID=LOC_Os02g22060.1.MSUv7.0 annot-version=v7.0
OG0013960	Sobic.010G002900.1.p pacid=37908614 transcript=Sobic.010G002900.1 locus=Sobic.010G002900 ID=Sobic.010G002900.1.v3.2 annot-version=v3.1.1	LOC_Os06g01480.1 pacid=33149370 transcript=LOC_Os06g01480.1 locus=LOC_Os06g01480 ID=LOC_Os06g01480.1.MSUv7.0 annot-version=v7.0
OG0000107	Sobic.010G030000.1.p pacid=37908618 transcript=Sobic.010G030000.1 locus=Sobic.010G030000 ID=Sobic.010G030000.1.v3.2 annot-version=v3.1.1	LOC_Os06g04830.1 pacid=33148099 transcript=LOC_Os06g04830.1 locus=LOC_Os06g04830 ID=LOC_Os06g04830.1.MSUv7.0 annot-version=v7.0
OG0000144	Sobic.010G192500.1.p pacid=37908619 transcript=Sobic.010G192500.1 locus=Sobic.010G192500 ID=Sobic.010G192500.1.v3.2 annot-version=v3.1.1	LOC_Os05g30750.5 pacid=33158964 transcript=LOC_Os05g30750.5 locus=LOC_Os05g30750 ID=LOC_Os05g30750.5.MSUv7.0 annot-version=v7.0
OG0000030	Sobic.010G086800.2.p pacid=37908621 transcript=Sobic.010G086800.2 locus=Sobic.010G086800 ID=Sobic.010G086800.2.v3.2 annot-version=v3.1.1	LOC_Os06g11490.1 pacid=33147164 transcript=LOC_Os06g11490.1 locus=LOC_Os06g11490 ID=LOC_Os06g11490.1.MSUv7.0 annot-version=v7.0
OG0001545	"Sobic.010G056000.2.p pacid=37908624 transcript=Sobic.010G056000.2 locus=Sobic.010G056000 ID=Sobic.010G056000.2.v3.2 annot-version=v3.1.1, Sobic.002G114200.1.p pacid=37951461 transcript=Sobic.002G114200.1 locus=Sobic.002G114200 ID=Sobic.002G114200.1.v3.2 annot-version=v3.1.1, Sobic.002G114400.1.p pacid=37951596 transcript=Sobic.002G114400.1 locus=Sobic.002G114400 ID=Sobic.002G114400.1.v3.2 annot-version=v3.1.1, Sobic.002G114000.1.p pacid=37955238 transcript=Sobic.002G114000.1 locus=Sobic.002G114000 ID=Sobic.002G114000.1.v3.2 annot-version=v3.1.1"	"LOC_Os10g02620.1 pacid=33099414 transcript=LOC_Os10g02620.1 locus=LOC_Os10g02620 ID=LOC_Os10g02620.1.MSUv7.0 annot-version=v7.0, LOC_Os10g02584.3 pacid=33100114 transcript=LOC_Os10g02584.3 locus=LOC_Os10g02584 ID=LOC_Os10g02584.3.MSUv7.0 annot-version=v7.0, LOC_Os10g02509.1 pacid=33100266 transcript=LOC_Os10g02509.1 locus=LOC_Os10g02509 ID=LOC_Os10g02509.1.MSUv7.0 annot-version=v7.0"
OG0005741	"Sobic.010G187300.1.p pacid=37908626 transcript=Sobic.010G187300.1 locus=Sobic.010G187300 ID=Sobic.010G187300.1.v3.2 annot-version=v3.1.1, Sobic.010G187400.1.p pacid=37910072 transcript=Sobic.010G187400.1 locus=Sobic.010G187400 ID=Sobic.010G187400.1.v3.2 annot-version=v3.1.1, Sobic.010G187201.1.p pacid=37910734 transcript=Sobic.010G187201.1 locus=Sobic.010G187201 ID=Sobic.010G187201.1.v3.2 annot-version=v3.1.1, Sobic.010G187350.1.p pacid=37911619 transcript=Sobic.010G187350.1 locus=Sobic.010G187350 ID=Sobic.010G187350.1.v3.2 annot-version=v3.1.1"	LOC_Os06g40550.1 pacid=33145935 transcript=LOC_Os06g40550.1 locus=LOC_Os06g40550 ID=LOC_Os06g40550.1.MSUv7.0 annot-version=v7.0
OG0002106	"Sobic.010G240700.1.p pacid=37908627 transcript=Sobic.010G240700.1 locus=Sobic.010G240700 ID=Sobic.010G240700.1.v3.2 annot-version=v3.1.1, Sobic.008G040000.1.p pacid=37927824 transcript=Sobic.008G040000.1 locus=Sobic.008G040000 ID=Sobic.008G040000.1.v3.2 annot-version=v3.1.1"	LOC_Os06g47570.1 pacid=33146638 transcript=LOC_Os06g47570.1 locus=LOC_Os06g47570 ID=LOC_Os06g47570.1.MSUv7.0 annot-version=v7.0
OG0000135	"Sobic.010G110500.1.p pacid=37908628 transcript=Sobic.010G110500.1 locus=Sobic.010G110500 ID=Sobic.010G110500.1.v3.2 annot-version=v3.1.1, Sobic.010G110700.1.p pacid=37910911 transcript=Sobic.010G110700.1 locus=Sobic.010G110700 ID=Sobic.010G110700.1.v3.2 annot-version=v3.1.1, Sobic.006G265000.1.p pacid=37947130 transcript=Sobic.006G265000.1 locus=Sobic.006G265000 ID=Sobic.006G265000.1.v3.2 annot-version=v3.1.1"	LOC_Os04g57850.1 pacid=33108969 transcript=LOC_Os04g57850.1 locus=LOC_Os04g57850 ID=LOC_Os04g57850.1.MSUv7.0 annot-version=v7.0
OG0004914	"Sobic.010G278500.1.p pacid=37908631 transcript=Sobic.010G278500.1 locus=Sobic.010G278500 ID=Sobic.010G278500.1.v3.2 annot-version=v3.1.1, Sobic.004G353800.1.p pacid=37931186 transcript=Sobic.004G353800.1 locus=Sobic.004G353800 ID=Sobic.004G353800.1.v3.2 annot-version=v3.1.1"	LOC_Os02g58110.1 pacid=33134698 transcript=LOC_Os02g58110.1 locus=LOC_Os02g58110 ID=LOC_Os02g58110.1.MSUv7.0 annot-version=v7.0
OG0000170	"Sobic.010G193300.1.p pacid=37908633 transcript=Sobic.010G193300.1 locus=Sobic.010G193300 ID=Sobic.010G193300.1.v3.2 annot-version=v3.1.1, Sobic.010G190300.1.p pacid=37912454 transcript=Sobic.010G190300.1 locus=Sobic.010G190300 ID=Sobic.010G190300.1.v3.2 annot-version=v3.1.1, Sobic.009G221500.1.p pacid=37921346 transcript=Sobic.009G221500.1 locus=Sobic.009G221500 ID=Sobic.009G221500.1.v3.2 annot-version=v3.1.1"	LOC_Os05g47660.1 pacid=33157375 transcript=LOC_Os05g47660.1 locus=LOC_Os05g47660 ID=LOC_Os05g47660.1.MSUv7.0 annot-version=v7.0
OG0013938	Sobic.010G056200.1.p pacid=37908639 transcript=Sobic.010G056200.1 locus=Sobic.010G056200 ID=Sobic.010G056200.1.v3.2 annot-version=v3.1.1	LOC_Os06g07540.1 pacid=33147065 transcript=LOC_Os06g07540.1 locus=LOC_Os06g07540 ID=LOC_Os06g07540.1.MSUv7.0 annot-version=v7.0
OG0001473	Sobic.010G186400.1.p pacid=37908641 transcript=Sobic.010G186400.1 locus=Sobic.010G186400 ID=Sobic.010G186400.1.v3.2 annot-version=v3.1.1	"LOC_Os04g41930.1 pacid=33109814 transcript=LOC_Os04g41930.1 locus=LOC_Os04g41930 ID=LOC_Os04g41930.1.MSUv7.0 annot-version=v7.0, LOC_Os06g40440.1 pacid=33145824 transcript=LOC_Os06g40440.1 locus=LOC_Os06g40440 ID=LOC_Os06g40440.1.MSUv7.0 annot-version=v7.0"
OG0000032	Sobic.010G044500.1.p pacid=37908643 transcript=Sobic.010G044500.1 locus=Sobic.010G044500 ID=Sobic.010G044500.1.v3.2 annot-version=v3.1.1	LOC_Os06g06250.2 pacid=33149381 transcript=LOC_Os06g06250.2 locus=LOC_Os06g06250 ID=LOC_Os06g06250.2.MSUv7.0 annot-version=v7.0
OG0011094	Sobic.010G053700.2.p pacid=37908645 transcript=Sobic.010G053700.2 locus=Sobic.010G053700 ID=Sobic.010G053700.2.v3.2 annot-version=v3.1.1	"LOC_Os03g56730.2 pacid=33127271 transcript=LOC_Os03g56730.2 locus=LOC_Os03g56730 ID=LOC_Os03g56730.2.MSUv7.0 annot-version=v7.0, LOC_Os03g56770.1 pacid=33128236 transcript=LOC_Os03g56770.1 locus=LOC_Os03g56770 ID=LOC_Os03g56770.1.MSUv7.0 annot-version=v7.0, LOC_Os03g56714.1 pacid=33128491 transcript=LOC_Os03g56714.1 locus=LOC_Os03g56714 ID=LOC_Os03g56714.1.MSUv7.0 annot-version=v7.0, LOC_Os03g56720.1 pacid=33130789 transcript=LOC_Os03g56720.1 locus=LOC_Os03g56720 ID=LOC_Os03g56720.1.MSUv7.0 annot-version=v7.0"
OG0003114	"Sobic.010G104500.1.p pacid=37908646 transcript=Sobic.010G104500.1 locus=Sobic.010G104500 ID=Sobic.010G104500.1.v3.2 annot-version=v3.1.1, Sobic.007G017000.1.p pacid=37935988 transcript=Sobic.007G017000.1 locus=Sobic.007G017000 ID=Sobic.007G017000.1.v3.2 annot-version=v3.1.1"	"LOC_Os07g05840.1 pacid=33117889 transcript=LOC_Os07g05840.1 locus=LOC_Os07g05840 ID=LOC_Os07g05840.1.MSUv7.0 annot-version=v7.0, LOC_Os05g36240.1 pacid=33159790 transcript=LOC_Os05g36240.1 locus=LOC_Os05g36240 ID=LOC_Os05g36240.1.MSUv7.0 annot-version=v7.0, LOC_Os11g41770.1 pacid=33162966 transcript=LOC_Os11g41770.1 locus=LOC_Os11g41770 ID=LOC_Os11g41770.1.MSUv7.0 annot-version=v7.0"
OG0015975	Sobic.010G107000.1.p pacid=37908648 transcript=Sobic.010G107000.1 locus=Sobic.010G107000 ID=Sobic.010G107000.1.v3.2 annot-version=v3.1.1	LOC_Os06g14750.1 pacid=33146572 transcript=LOC_Os06g14750.1 locus=LOC_Os06g14750 ID=LOC_Os06g14750.1.MSUv7.0 annot-version=v7.0
OG0000996	Sobic.010G175000.4.p pacid=37908649 transcript=Sobic.010G175000.4 locus=Sobic.010G175000 ID=Sobic.010G175000.4.v3.2 annot-version=v3.1.1	LOC_Os05g34920.1 pacid=33155524 transcript=LOC_Os05g34920.1 locus=LOC_Os05g34920 ID=LOC_Os05g34920.1.MSUv7.0 annot-version=v7.0
OG0007844	Sobic.010G081900.1.p pacid=37908652 transcript=Sobic.010G081900.1 locus=Sobic.010G081900 ID=Sobic.010G081900.1.v3.2 annot-version=v3.1.1	"LOC_Os01g25500.1 pacid=33122984 transcript=LOC_Os01g25500.1 locus=LOC_Os01g25500 ID=LOC_Os01g25500.1.MSUv7.0 annot-version=v7.0, LOC_Os02g52720.1 pacid=33137433 transcript=LOC_Os02g52720.1 locus=LOC_Os02g52720 ID=LOC_Os02g52720.1.MSUv7.0 annot-version=v7.0, LOC_Os06g10890.1 pacid=33145899 transcript=LOC_Os06g10890.1 locus=LOC_Os06g10890 ID=LOC_Os06g10890.1.MSUv7.0 annot-version=v7.0"
OG0007224	"Sobic.010G215300.1.p pacid=37908654 transcript=Sobic.010G215300.1 locus=Sobic.010G215300 ID=Sobic.010G215300.1.v3.2 annot-version=v3.1.1, Sobic.007G207700.2.p pacid=37935211 transcript=Sobic.007G207700.2 locus=Sobic.007G207700 ID=Sobic.007G207700.2.v3.2 annot-version=v3.1.1"	LOC_Os08g40170.1 pacid=33104710 transcript=LOC_Os08g40170.1 locus=LOC_Os08g40170 ID=LOC_Os08g40170.1.MSUv7.0 annot-version=v7.0
OG0002293	"Sobic.010G230700.1.p pacid=37908655 transcript=Sobic.010G230700.1 locus=Sobic.010G230700 ID=Sobic.010G230700.1.v3.2 annot-version=v3.1.1, Sobic.006G221200.1.p pacid=37948288 transcript=Sobic.006G221200.1 locus=Sobic.006G221200 ID=Sobic.006G221200.1.v3.2 annot-version=v3.1.1"	LOC_Os02g18380.1 pacid=33137641 transcript=LOC_Os02g18380.1 locus=LOC_Os02g18380 ID=LOC_Os02g18380.1.MSUv7.0 annot-version=v7.0
OG0000199	Sobic.010G088500.1.p pacid=37908656 transcript=Sobic.010G088500.1 locus=Sobic.010G088500 ID=Sobic.010G088500.1.v3.2 annot-version=v3.1.1	LOC_Os06g11660.1 pacid=33146268 transcript=LOC_Os06g11660.1 locus=LOC_Os06g11660 ID=LOC_Os06g11660.1.MSUv7.0 annot-version=v7.0
OG0000165	"Sobic.010G190100.1.p pacid=37908658 transcript=Sobic.010G190100.1 locus=Sobic.010G190100 ID=Sobic.010G190100.1.v3.2 annot-version=v3.1.1, Sobic.010G161400.1.p pacid=37908684 transcript=Sobic.010G161400.1 locus=Sobic.010G161400 ID=Sobic.010G161400.1.v3.2 annot-version=v3.1.1, Sobic.010G190001.1.p pacid=37909751 transcript=Sobic.010G190001.1 locus=Sobic.010G190001 ID=Sobic.010G190001.1.v3.2 annot-version=v3.1.1"	"LOC_Os06g35370.1 pacid=33146914 transcript=LOC_Os06g35370.1 locus=LOC_Os06g35370 ID=LOC_Os06g35370.1.MSUv7.0 annot-version=v7.0, LOC_Os06g35300.1 pacid=33148041 transcript=LOC_Os06g35300.1 locus=LOC_Os06g35300 ID=LOC_Os06g35300.1.MSUv7.0 annot-version=v7.0, LOC_Os06g35320.1 pacid=33149822 transcript=LOC_Os06g35320.1 locus=LOC_Os06g35320 ID=LOC_Os06g35320.1.MSUv7.0 annot-version=v7.0"
OG0003059	"Sobic.010G247900.1.p pacid=37908659 transcript=Sobic.010G247900.1 locus=Sobic.010G247900 ID=Sobic.010G247900.1.v3.2 annot-version=v3.1.1, Sobic.003G010700.1.p pacid=37915541 transcript=Sobic.003G010700.1 locus=Sobic.003G010700 ID=Sobic.003G010700.1.v3.2 annot-version=v3.1.1, Sobic.003G262000.1.p pacid=37915851 transcript=Sobic.003G262000.1 locus=Sobic.003G262000 ID=Sobic.003G262000.1.v3.2 annot-version=v3.1.1"	LOC_Os01g12690.1 pacid=33120122 transcript=LOC_Os01g12690.1 locus=LOC_Os01g12690 ID=LOC_Os01g12690.1.MSUv7.0 annot-version=v7.0
OG0002450	Sobic.010G219600.1.p pacid=37908664 transcript=Sobic.010G219600.1 locus=Sobic.010G219600 ID=Sobic.010G219600.1.v3.2 annot-version=v3.1.1	LOC_Os06g45350.1 pacid=33146434 transcript=LOC_Os06g45350.1 locus=LOC_Os06g45350 ID=LOC_Os06g45350.1.MSUv7.0 annot-version=v7.0
OG0002589	Sobic.010G223100.2.p pacid=37908667 transcript=Sobic.010G223100.2 locus=Sobic.010G223100 ID=Sobic.010G223100.2.v3.2 annot-version=v3.1.1	LOC_Os06g45800.1 pacid=33149827 transcript=LOC_Os06g45800.1 locus=LOC_Os06g45800 ID=LOC_Os06g45800.1.MSUv7.0 annot-version=v7.0
OG0000271	"Sobic.010G213700.1.p pacid=37908669 transcript=Sobic.010G213700.1 locus=Sobic.010G213700 ID=Sobic.010G213700.1.v3.2 annot-version=v3.1.1, Sobic.010G213800.1.p pacid=37910472 transcript=Sobic.010G213800.1 locus=Sobic.010G213800 ID=Sobic.010G213800.1.v3.2 annot-version=v3.1.1"	LOC_Os06g44420.1 pacid=33145298 transcript=LOC_Os06g44420.1 locus=LOC_Os06g44420 ID=LOC_Os06g44420.1.MSUv7.0 annot-version=v7.0
OG0002377	Sobic.010G136000.1.p pacid=37908671 transcript=Sobic.010G136000.1 locus=Sobic.010G136000 ID=Sobic.010G136000.1.v3.2 annot-version=v3.1.1	"LOC_Os06g30400.1 pacid=33148449 transcript=LOC_Os06g30400.1 locus=LOC_Os06g30400 ID=LOC_Os06g30400.1.MSUv7.0 annot-version=v7.0, LOC_Os12g04870.1 pacid=33151895 transcript=LOC_Os12g04870.1 locus=LOC_Os12g04870 ID=LOC_Os12g04870.1.MSUv7.0 annot-version=v7.0"
OG0000030	Sobic.010G110800.1.p pacid=37908673 transcript=Sobic.010G110800.1 locus=Sobic.010G110800 ID=Sobic.010G110800.1.v3.2 annot-version=v3.1.1	LOC_Os06g15600.1 pacid=33146878 transcript=LOC_Os06g15600.1 locus=LOC_Os06g15600 ID=LOC_Os06g15600.1.MSUv7.0 annot-version=v7.0
OG0002151	Sobic.010G092100.1.p pacid=37908674 transcript=Sobic.010G092100.1 locus=Sobic.010G092100 ID=Sobic.010G092100.1.v3.2 annot-version=v3.1.1	LOC_Os06g12230.1 pacid=33145596 transcript=LOC_Os06g12230.1 locus=LOC_Os06g12230 ID=LOC_Os06g12230.1.MSUv7.0 annot-version=v7.0
OG0000605	"Sobic.010G120100.1.p pacid=37908675 transcript=Sobic.010G120100.1 locus=Sobic.010G120100 ID=Sobic.010G120100.1.v3.2 annot-version=v3.1.1, Sobic.010G121800.1.p pacid=37910111 transcript=Sobic.010G121800.1 locus=Sobic.010G121800 ID=Sobic.010G121800.1.v3.2 annot-version=v3.1.1, Sobic.004G294500.1.p pacid=37928966 transcript=Sobic.004G294500.1 locus=Sobic.004G294500 ID=Sobic.004G294500.1.v3.2 annot-version=v3.1.1"	LOC_Os02g44106.1 pacid=33136461 transcript=LOC_Os02g44106.1 locus=LOC_Os02g44106 ID=LOC_Os02g44106.1.MSUv7.0 annot-version=v7.0
OG0002374	Sobic.010G227400.2.p pacid=37908678 transcript=Sobic.010G227400.2 locus=Sobic.010G227400 ID=Sobic.010G227400.2.v3.2 annot-version=v3.1.1	"LOC_Os06g46284.2 pacid=33147431 transcript=LOC_Os06g46284.2 locus=LOC_Os06g46284 ID=LOC_Os06g46284.2.MSUv7.0 annot-version=v7.0, LOC_Os06g46340.1 pacid=33148289 transcript=LOC_Os06g46340.1 locus=LOC_Os06g46340 ID=LOC_Os06g46340.1.MSUv7.0 annot-version=v7.0"
OG0000213	"Sobic.010G150325.1.p pacid=37908679 transcript=Sobic.010G150325.1 locus=Sobic.010G150325 ID=Sobic.010G150325.1.v3.2 annot-version=v3.1.1, Sobic.005G000900.1.p pacid=37925633 transcript=Sobic.005G000900.1 locus=Sobic.005G000900 ID=Sobic.005G000900.1.v3.2 annot-version=v3.1.1, Sobic.006G067300.1.p pacid=37946106 transcript=Sobic.006G067300.1 locus=Sobic.006G067300 ID=Sobic.006G067300.1.v3.2 annot-version=v3.1.1, Sobic.006G215500.1.p pacid=37946188 transcript=Sobic.006G215500.1 locus=Sobic.006G215500 ID=Sobic.006G215500.1.v3.2 annot-version=v3.1.1"	LOC_Os02g05600.1 pacid=33139190 transcript=LOC_Os02g05600.1 locus=LOC_Os02g05600 ID=LOC_Os02g05600.1.MSUv7.0 annot-version=v7.0
OG0010553	Sobic.010G038900.1.p pacid=37908680 transcript=Sobic.010G038900.1 locus=Sobic.010G038900 ID=Sobic.010G038900.1.v3.2 annot-version=v3.1.1	LOC_Os01g31220.1 pacid=33120492 transcript=LOC_Os01g31220.1 locus=LOC_Os01g31220 ID=LOC_Os01g31220.1.MSUv7.0 annot-version=v7.0
OG0012050	Sobic.010G011900.1.p pacid=37908681 transcript=Sobic.010G011900.1 locus=Sobic.010G011900 ID=Sobic.010G011900.1.v3.2 annot-version=v3.1.1	"LOC_Os03g42850.1 pacid=33130158 transcript=LOC_Os03g42850.1 locus=LOC_Os03g42850 ID=LOC_Os03g42850.1.MSUv7.0 annot-version=v7.0, LOC_Os06g02410.1 pacid=33144423 transcript=LOC_Os06g02410.1 locus=LOC_Os06g02410 ID=LOC_Os06g02410.1.MSUv7.0 annot-version=v7.0"
